datetime,region,demand_mwh,solar_gen_mwh,wind_gen_mwh,scenario
2023-01-07 12:00:00,Bavaria,437,51,191,Base
2023-01-07 13:00:00,Bavaria,385,17,275,Base
2023-01-07 14:00:00,Bavaria,360,118,264,HP_Boost
2023-01-07 15:00:00,Bavaria,493,2,192,Base
2023-01-07 16:00:00,Bavaria,321,113,185,Base
2023-01-07 17:00:00,Bavaria,298,6,17,Base
2023-01-07 18:00:00,Bavaria,312,181,186,HP_Boost
2023-01-07 19:00:00,Bavaria,249,177,77,HP_Boost
2023-01-07 20:00:00,Bavaria,452,148,147,Base
2023-01-07 21:00:00,Bavaria,90,55,201,HP_Boost
2023-01-07 22:00:00,Bavaria,58,119,88,Base
2023-01-07 23:00:00,Bavaria,56,152,109,Base
2023-01-08 00:00:00,Bavaria,89,187,186,Base
2023-01-08 01:00:00,Bavaria,211,142,58,Base
2023-01-08 02:00:00,Bavaria,68,161,181,Base
2023-01-08 03:00:00,Bavaria,403,37,106,Base
2023-01-08 04:00:00,Bavaria,374,45,101,Base
2023-01-08 05:00:00,Bavaria,414,55,236,HP_Boost
2023-01-08 06:00:00,Bavaria,421,72,112,HP_Boost
2023-01-08 07:00:00,Bavaria,412,52,112,HP_Boost
2023-01-08 08:00:00,Bavaria,374,5,138,HP_Boost
2023-01-08 09:00:00,Bavaria,499,112,83,HP_Boost
2023-01-08 10:00:00,Bavaria,141,171,254,Base
2023-01-08 11:00:00,Bavaria,479,12,80,HP_Boost
2023-01-08 12:00:00,Bavaria,241,0,106,Base
2023-01-08 13:00:00,Bavaria,130,13,49,HP_Boost
2023-01-08 14:00:00,Bavaria,398,133,136,Base
2023-01-08 15:00:00,Bavaria,355,36,57,Base
2023-01-08 16:00:00,Bavaria,212,12,41,HP_Boost
2023-01-08 17:00:00,Bavaria,411,35,13,Base
2023-01-08 18:00:00,Bavaria,493,141,272,HP_Boost
2023-01-08 19:00:00,Bavaria,143,108,272,Base
2023-01-08 20:00:00,Bavaria,453,165,234,Base
2023-01-08 21:00:00,Bavaria,193,41,17,HP_Boost
2023-01-08 22:00:00,Bavaria,143,54,170,HP_Boost
2023-01-08 23:00:00,Bavaria,54,102,225,HP_Boost
2023-01-09 00:00:00,Bavaria,330,26,137,HP_Boost
2023-01-09 01:00:00,Bavaria,375,96,111,HP_Boost
2023-01-09 02:00:00,Bavaria,375,160,47,HP_Boost
2023-01-09 03:00:00,Bavaria,128,116,264,Base
2023-01-09 04:00:00,Bavaria,178,166,171,HP_Boost
2023-01-09 05:00:00,Bavaria,318,92,243,HP_Boost
2023-01-09 06:00:00,Bavaria,60,127,119,Base
2023-01-09 07:00:00,Bavaria,336,162,209,Base
2023-01-09 08:00:00,Bavaria,164,61,252,Base
2023-01-09 09:00:00,Bavaria,237,100,157,HP_Boost
2023-01-09 10:00:00,Bavaria,482,149,123,HP_Boost
2023-01-09 11:00:00,Bavaria,390,179,91,HP_Boost
2023-01-09 12:00:00,Bavaria,121,123,74,Base
2023-01-09 13:00:00,Bavaria,154,38,85,HP_Boost
2023-01-09 14:00:00,Bavaria,487,84,63,Base
2023-01-09 15:00:00,Bavaria,490,56,189,HP_Boost
2023-01-09 16:00:00,Bavaria,291,111,104,HP_Boost
2023-01-09 17:00:00,Bavaria,398,116,291,HP_Boost
2023-01-09 18:00:00,Bavaria,62,46,280,Base
2023-01-09 19:00:00,Bavaria,451,38,95,Base
2023-01-09 20:00:00,Bavaria,110,47,130,Base
2023-01-09 21:00:00,Bavaria,424,86,235,Base
2023-01-09 22:00:00,Bavaria,425,131,111,HP_Boost
2023-01-09 23:00:00,Bavaria,420,181,62,HP_Boost
2023-01-10 00:00:00,Bavaria,160,168,237,Base
2023-01-10 01:00:00,Bavaria,94,32,123,HP_Boost
2023-01-10 02:00:00,Bavaria,77,79,255,Base
2023-01-10 03:00:00,Bavaria,235,146,207,Base
2023-01-10 04:00:00,Bavaria,318,52,213,Base
2023-01-10 05:00:00,Bavaria,136,145,290,HP_Boost
2023-01-10 06:00:00,Bavaria,230,19,206,HP_Boost
2023-01-10 07:00:00,Bavaria,143,98,6,Base
2023-01-10 08:00:00,Bavaria,372,31,34,HP_Boost
2023-01-10 09:00:00,Bavaria,353,128,26,Base
2023-01-10 10:00:00,Bavaria,191,106,136,Base
2023-01-10 11:00:00,Bavaria,388,28,52,Base
2023-01-10 12:00:00,Bavaria,370,83,139,HP_Boost
2023-01-10 13:00:00,Bavaria,169,128,207,HP_Boost
2023-01-10 14:00:00,Bavaria,203,153,241,Base
2023-01-10 15:00:00,Bavaria,243,154,201,Base
2023-01-10 16:00:00,Bavaria,59,171,264,Base
2023-01-10 17:00:00,Bavaria,173,149,231,HP_Boost
2023-01-10 18:00:00,Bavaria,262,87,273,Base
2023-01-10 19:00:00,Bavaria,149,62,114,HP_Boost
2023-01-10 20:00:00,Bavaria,260,69,218,HP_Boost
2023-01-10 21:00:00,Bavaria,94,183,286,HP_Boost
2023-01-10 22:00:00,Bavaria,323,182,65,Base
2023-01-10 23:00:00,Bavaria,476,60,209,Base
2023-01-11 00:00:00,Bavaria,142,50,174,HP_Boost
2023-01-11 01:00:00,Bavaria,352,41,213,HP_Boost
2023-01-11 02:00:00,Bavaria,440,95,20,Base
2023-01-11 03:00:00,Bavaria,374,151,68,HP_Boost
2023-01-11 04:00:00,Bavaria,229,156,24,HP_Boost
2023-01-11 05:00:00,Bavaria,338,187,11,HP_Boost
2023-01-11 06:00:00,Bavaria,160,33,2,HP_Boost
2023-01-11 07:00:00,Bavaria,478,172,19,Base
2023-01-11 08:00:00,Bavaria,246,190,259,Base
2023-01-11 09:00:00,Bavaria,291,18,23,HP_Boost
2023-01-11 10:00:00,Bavaria,108,36,259,HP_Boost
2023-01-11 11:00:00,Bavaria,344,138,109,Base
2023-01-11 12:00:00,Bavaria,260,11,9,Base
2023-01-11 13:00:00,Bavaria,416,117,108,HP_Boost
2023-01-11 14:00:00,Bavaria,450,133,148,Base
2023-01-11 15:00:00,Bavaria,363,29,192,Base
2023-01-11 16:00:00,Bavaria,422,2,177,Base
2023-01-11 17:00:00,Bavaria,195,97,189,Base
2023-01-11 18:00:00,Bavaria,440,49,259,Base
2023-01-11 19:00:00,Bavaria,284,196,3,Base
2023-01-11 20:00:00,Bavaria,208,65,175,Base
2023-01-11 21:00:00,Bavaria,219,40,224,HP_Boost
2023-01-11 22:00:00,Bavaria,262,152,75,Base
2023-01-11 23:00:00,Bavaria,482,156,1,Base
2023-01-12 00:00:00,Bavaria,183,95,62,HP_Boost
2023-01-12 01:00:00,Bavaria,286,117,276,Base
2023-01-12 02:00:00,Bavaria,429,111,131,Base
2023-01-12 03:00:00,Bavaria,487,31,13,Base
2023-01-12 04:00:00,Bavaria,302,168,152,HP_Boost
2023-01-12 05:00:00,Bavaria,105,7,242,Base
2023-01-12 06:00:00,Bavaria,464,84,154,HP_Boost
2023-01-12 07:00:00,Bavaria,151,142,299,Base
2023-01-12 08:00:00,Bavaria,488,105,123,HP_Boost
2023-01-12 09:00:00,Bavaria,163,5,103,HP_Boost
2023-01-12 10:00:00,Bavaria,419,49,156,Base
2023-01-12 11:00:00,Bavaria,124,73,39,Base
2023-01-12 12:00:00,Bavaria,309,155,87,Base
2023-01-12 13:00:00,Bavaria,202,150,141,Base
2023-01-12 14:00:00,Bavaria,459,173,282,HP_Boost
2023-01-12 15:00:00,Bavaria,437,115,116,HP_Boost
2023-01-12 16:00:00,Bavaria,494,118,280,Base
2023-01-12 17:00:00,Bavaria,87,153,186,Base
2023-01-12 18:00:00,Bavaria,187,167,143,Base
2023-01-12 19:00:00,Bavaria,180,150,46,HP_Boost
2023-01-12 20:00:00,Bavaria,425,135,18,Base
2023-01-12 21:00:00,Bavaria,104,197,278,HP_Boost
2023-01-12 22:00:00,Bavaria,137,13,280,HP_Boost
2023-01-12 23:00:00,Bavaria,219,46,137,Base
2023-01-13 00:00:00,Bavaria,486,129,160,HP_Boost
2023-01-13 01:00:00,Bavaria,365,19,203,Base
2023-01-13 02:00:00,Bavaria,165,75,283,HP_Boost
2023-01-13 03:00:00,Bavaria,234,72,84,HP_Boost
2023-01-13 04:00:00,Bavaria,54,106,273,Base
2023-01-13 05:00:00,Bavaria,345,106,274,HP_Boost
2023-01-13 06:00:00,Bavaria,153,6,195,Base
2023-01-13 07:00:00,Bavaria,148,77,195,Base
2023-01-13 08:00:00,Bavaria,73,123,293,HP_Boost
2023-01-13 09:00:00,Bavaria,409,77,252,HP_Boost
2023-01-13 10:00:00,Bavaria,221,198,99,HP_Boost
2023-01-13 11:00:00,Bavaria,200,7,294,Base
2023-01-13 12:00:00,Bavaria,231,148,95,HP_Boost
2023-01-13 13:00:00,Bavaria,291,110,221,HP_Boost
2023-01-13 14:00:00,Bavaria,374,147,125,Base
2023-01-13 15:00:00,Bavaria,362,139,290,Base
2023-01-13 16:00:00,Bavaria,460,46,180,HP_Boost
2023-01-13 17:00:00,Bavaria,469,139,85,HP_Boost
2023-01-13 18:00:00,Bavaria,137,185,145,HP_Boost
2023-01-13 19:00:00,Bavaria,263,152,243,HP_Boost
2023-01-13 20:00:00,Bavaria,61,46,197,Base
2023-01-13 21:00:00,Bavaria,51,30,96,Base
2023-01-13 22:00:00,Bavaria,297,48,50,Base
2023-01-13 23:00:00,Bavaria,220,185,217,HP_Boost
2023-01-14 00:00:00,Bavaria,126,131,158,HP_Boost
2023-01-14 01:00:00,Bavaria,57,24,236,Base
2023-01-14 02:00:00,Bavaria,331,92,245,HP_Boost
2023-01-14 03:00:00,Bavaria,105,118,11,HP_Boost
2023-01-14 04:00:00,Bavaria,384,195,165,HP_Boost
2023-01-14 05:00:00,Bavaria,345,41,185,HP_Boost
2023-01-14 06:00:00,Bavaria,94,22,252,Base
2023-01-14 07:00:00,Bavaria,410,10,110,HP_Boost
2023-01-14 08:00:00,Bavaria,194,26,95,HP_Boost
2023-01-14 09:00:00,Bavaria,470,48,256,Base
2023-01-14 10:00:00,Bavaria,179,140,241,Base
2023-01-14 11:00:00,Bavaria,129,97,95,Base
2023-01-14 12:00:00,Bavaria,172,137,167,HP_Boost
2023-01-14 13:00:00,Bavaria,65,50,239,Base
2023-01-14 14:00:00,Bavaria,127,105,206,Base
2023-01-14 15:00:00,Bavaria,131,4,179,Base
2023-01-14 16:00:00,Bavaria,352,87,245,HP_Boost
2023-01-14 17:00:00,Bavaria,269,103,21,HP_Boost
2023-01-14 18:00:00,Bavaria,491,193,200,Base
2023-01-14 19:00:00,Bavaria,412,52,224,Base
2023-01-14 20:00:00,Bavaria,387,141,80,HP_Boost
2023-01-14 21:00:00,Bavaria,175,76,238,HP_Boost
2023-01-14 22:00:00,Bavaria,117,34,19,Base
2023-01-14 23:00:00,Bavaria,167,56,68,Base
2023-01-15 00:00:00,Bavaria,227,45,285,HP_Boost
2023-01-15 01:00:00,Bavaria,477,183,209,HP_Boost
2023-01-15 02:00:00,Bavaria,319,136,272,Base
2023-01-15 03:00:00,Bavaria,74,6,294,HP_Boost
2023-01-15 04:00:00,Bavaria,80,40,199,Base
2023-01-15 05:00:00,Bavaria,361,84,84,HP_Boost
2023-01-15 06:00:00,Bavaria,466,39,228,HP_Boost
2023-01-15 07:00:00,Bavaria,495,175,107,Base
2023-01-15 08:00:00,Bavaria,88,199,187,Base
2023-01-15 09:00:00,Bavaria,391,177,65,HP_Boost
2023-01-15 10:00:00,Bavaria,488,154,256,Base
2023-01-15 11:00:00,Bavaria,116,114,110,HP_Boost
2023-01-15 12:00:00,Bavaria,342,76,99,HP_Boost
2023-01-15 13:00:00,Bavaria,213,173,81,HP_Boost
2023-01-15 14:00:00,Bavaria,352,154,215,Base
2023-01-15 15:00:00,Bavaria,78,49,35,HP_Boost
2023-01-15 16:00:00,Bavaria,108,197,51,HP_Boost
2023-01-15 17:00:00,Bavaria,69,100,15,Base
2023-01-15 18:00:00,Bavaria,137,160,146,HP_Boost
2023-01-15 19:00:00,Bavaria,499,155,97,HP_Boost
2023-01-15 20:00:00,Bavaria,385,136,228,HP_Boost
2023-01-15 21:00:00,Bavaria,494,175,216,Base
2023-01-15 22:00:00,Bavaria,485,58,43,HP_Boost
2023-01-15 23:00:00,Bavaria,382,90,233,Base
2023-01-16 00:00:00,Bavaria,261,17,157,Base
2023-01-16 01:00:00,Bavaria,356,136,281,HP_Boost
2023-01-16 02:00:00,Bavaria,486,185,257,HP_Boost
2023-01-16 03:00:00,Bavaria,134,34,140,Base
2023-01-16 04:00:00,Bavaria,265,198,258,HP_Boost
2023-01-16 05:00:00,Bavaria,417,83,185,HP_Boost
2023-01-16 06:00:00,Bavaria,135,54,77,Base
2023-01-16 07:00:00,Bavaria,480,25,246,HP_Boost
2023-01-16 08:00:00,Bavaria,78,152,113,HP_Boost
2023-01-16 09:00:00,Bavaria,388,181,233,Base
2023-01-16 10:00:00,Bavaria,313,28,141,Base
2023-01-16 11:00:00,Bavaria,312,40,100,HP_Boost
2023-01-16 12:00:00,Bavaria,169,45,208,Base
2023-01-16 13:00:00,Bavaria,496,169,259,Base
2023-01-16 14:00:00,Bavaria,277,186,204,Base
2023-01-16 15:00:00,Bavaria,189,115,42,Base
2023-01-16 16:00:00,Bavaria,283,23,147,HP_Boost
2023-01-16 17:00:00,Bavaria,383,153,248,Base
2023-01-16 18:00:00,Bavaria,383,24,22,Base
2023-01-16 19:00:00,Bavaria,65,6,285,HP_Boost
2023-01-16 20:00:00,Bavaria,267,3,49,HP_Boost
2023-01-16 21:00:00,Bavaria,295,75,64,Base
2023-01-16 22:00:00,Bavaria,157,20,289,HP_Boost
2023-01-16 23:00:00,Bavaria,264,78,202,HP_Boost
2023-01-17 00:00:00,Bavaria,144,125,154,Base
2023-01-17 01:00:00,Bavaria,283,70,23,HP_Boost
2023-01-17 02:00:00,Bavaria,444,47,220,Base
2023-01-17 03:00:00,Bavaria,209,194,55,HP_Boost
2023-01-17 04:00:00,Bavaria,372,192,28,Base
2023-01-17 05:00:00,Bavaria,339,183,199,Base
2023-01-17 06:00:00,Bavaria,490,58,293,Base
2023-01-17 07:00:00,Bavaria,207,120,229,HP_Boost
2023-01-17 08:00:00,Bavaria,170,23,189,Base
2023-01-17 09:00:00,Bavaria,179,178,223,Base
2023-01-17 10:00:00,Bavaria,472,104,147,Base
2023-01-17 11:00:00,Bavaria,70,85,264,HP_Boost
2023-01-17 12:00:00,Bavaria,150,9,42,HP_Boost
2023-01-17 13:00:00,Bavaria,343,168,229,Base
2023-01-17 14:00:00,Bavaria,353,25,166,Base
2023-01-17 15:00:00,Bavaria,453,102,37,HP_Boost
2023-01-17 16:00:00,Bavaria,178,156,27,Base
2023-01-17 17:00:00,Bavaria,300,126,168,HP_Boost
2023-01-17 18:00:00,Bavaria,75,42,289,Base
2023-01-17 19:00:00,Bavaria,102,13,191,HP_Boost
2023-01-17 20:00:00,Bavaria,190,165,247,HP_Boost
2023-01-17 21:00:00,Bavaria,248,3,26,Base
2023-01-17 22:00:00,Bavaria,384,49,242,Base
2023-01-17 23:00:00,Bavaria,178,158,246,HP_Boost
2023-01-18 00:00:00,Bavaria,251,199,194,Base
2023-01-18 01:00:00,Bavaria,442,143,83,Base
2023-01-18 02:00:00,Bavaria,170,25,8,HP_Boost
2023-01-18 03:00:00,Bavaria,418,77,284,HP_Boost
2023-01-18 04:00:00,Bavaria,406,138,174,HP_Boost
2023-01-18 05:00:00,Bavaria,410,15,2,Base
2023-01-18 06:00:00,Bavaria,452,44,122,HP_Boost
2023-01-18 07:00:00,Bavaria,71,157,288,HP_Boost
2023-01-18 08:00:00,Bavaria,160,58,195,Base
2023-01-18 09:00:00,Bavaria,262,129,17,HP_Boost
2023-01-18 10:00:00,Bavaria,197,135,273,Base
2023-01-18 11:00:00,Bavaria,165,130,206,HP_Boost
2023-01-18 12:00:00,Bavaria,105,127,201,Base
2023-01-18 13:00:00,Bavaria,262,38,262,Base
2023-01-18 14:00:00,Bavaria,135,112,84,Base
2023-01-18 15:00:00,Bavaria,135,154,145,Base
2023-01-18 16:00:00,Bavaria,443,52,99,HP_Boost
2023-01-18 17:00:00,Bavaria,184,188,79,Base
2023-01-18 18:00:00,Bavaria,98,181,21,HP_Boost
2023-01-18 19:00:00,Bavaria,163,22,100,Base
2023-01-18 20:00:00,Bavaria,148,138,37,HP_Boost
2023-01-18 21:00:00,Bavaria,302,109,100,Base
2023-01-18 22:00:00,Bavaria,438,136,110,HP_Boost
2023-01-18 23:00:00,Bavaria,173,69,218,Base
2023-01-19 00:00:00,Bavaria,405,153,163,HP_Boost
2023-01-19 01:00:00,Bavaria,79,81,281,Base
2023-01-19 02:00:00,Bavaria,274,10,142,Base
2023-01-19 03:00:00,Bavaria,137,83,118,HP_Boost
2023-01-19 04:00:00,Bavaria,306,9,39,HP_Boost
2023-01-19 05:00:00,Bavaria,449,124,199,Base
2023-01-19 06:00:00,Bavaria,397,135,106,Base
2023-01-19 07:00:00,Bavaria,310,140,105,HP_Boost
2023-01-19 08:00:00,Bavaria,298,146,4,HP_Boost
2023-01-19 09:00:00,Bavaria,143,24,87,HP_Boost
2023-01-19 10:00:00,Bavaria,490,71,40,Base
2023-01-19 11:00:00,Bavaria,495,101,222,HP_Boost
2023-01-19 12:00:00,Bavaria,162,73,97,HP_Boost
2023-01-19 13:00:00,Bavaria,447,143,120,Base
2023-01-19 14:00:00,Bavaria,171,27,118,HP_Boost
2023-01-19 15:00:00,Bavaria,64,171,235,HP_Boost
2023-01-19 16:00:00,Bavaria,419,100,59,HP_Boost
2023-01-19 17:00:00,Bavaria,239,21,96,HP_Boost
2023-01-19 18:00:00,Bavaria,184,14,144,HP_Boost
2023-01-19 19:00:00,Bavaria,331,16,180,Base
2023-01-19 20:00:00,Bavaria,126,174,193,Base
2023-01-19 21:00:00,Bavaria,273,157,184,Base
2023-01-19 22:00:00,Bavaria,183,92,295,HP_Boost
2023-01-19 23:00:00,Bavaria,336,116,286,HP_Boost
2023-01-20 00:00:00,Bavaria,313,66,100,Base
2023-01-20 01:00:00,Bavaria,89,47,197,HP_Boost
2023-01-20 02:00:00,Bavaria,242,106,116,HP_Boost
2023-01-20 03:00:00,Bavaria,310,56,31,Base
2023-01-20 04:00:00,Bavaria,168,115,117,HP_Boost
2023-01-20 05:00:00,Bavaria,467,67,108,Base
2023-01-20 06:00:00,Bavaria,471,32,249,HP_Boost
2023-01-20 07:00:00,Bavaria,465,177,58,HP_Boost
